date,text,place
6/21/2019 10:10:42,зелёный помидор. На полу валяется - никто его не спёр.,"Наро-Фоминск, Московская область"
6/21/2019 10:23:43,"Жадина-говядина турецкий барабан, а кто на нём играет, тот ничего не знает",Москва
6/21/2019 10:23:49,"Соленый огурец,
По полу валяется,
Никто его не ест","г. Гуково, Ростовская обл."
6/21/2019 10:33:53,"солёный огурец, по полу валяется никто его не ест","г.Бирск, Респ. Башкортостан"
6/21/2019 10:36:39,"""Солёный огурец, на полу валяется, никто его не ест."" Дед упоминал ""...курица-помадина"". Он был родом из Житомира.",Челябинск
6/21/2019 10:37:17,"пустая шоколадина, соленый огурец и все тебя едят",Екатеринбург
6/21/2019 10:42:19,Жадина-говядина-соленый огурец,Башкортостан  Уфа
6/21/2019 10:47:06,солёный огурец на полу валяется никто его не ест,"Дзержинск, Нижегородская область"
6/21/2019 10:50:14,"Жадина-говядина
Солёный огурец
По полу валяется 
Никто его не ест
Муха подлетела
Понюхала и съела","Карачаево-Черкесская Республика, пос. Орджоникидзевский"
6/21/2019 11:03:38,Жадина-гоаядина турецкий барабан,Москва
6/21/2019 11:17:18,булка шоколадина,"Киров, Кировская область"
6/21/2019 11:14:40,"Жадина-говядина солёный огурец, на полу валяется, никто его не ест. А муха прилетела, понюхала и съела.",Харьков
6/21/2019 11:22:48,"Пустая шоколадина. Соленый огурец, никто его не ест. ","Кандалакша, Мурманская область"
6/21/2019 11:37:24,Пустая шоколадина,Тверь
6/21/2019 11:43:17,"соленый огурец, по полу валяется никто его не ест",Воронежская область
6/21/2019 11:44:24,"соленый огурец, на полу валяется, никто его не ест","Черноголовка, московская область"
6/21/2019 11:44:00,"соленый огурец по полу катается, никто его не ест","Олонец, Республика Карелия"
6/21/2019 11:55:16,Солёный огурец,Москва
6/21/2019 11:56:53,"Кислая капуста.
Съела кошечка сметану
И сказала ""вкусно"".

",Ленинград
6/21/2019 11:58:43,"пустая шоколадина
солёный огурец
на полу валяется
никто его не ест","Владивосток, Приморский край"
6/21/2019 12:23:05,"Соленый огурец, по полу валяется, никто его не ест.",Саратов
6/21/2019 12:41:47,Пустая шоколадина,Нижний Новгород
6/21/2019 12:52:29,турецкий барабан,Пенза
6/21/2019 12:54:25,Соленый огурец,Ленинград
6/21/2019 12:54:57,в жопе шоколадина соленый огурец на полу валяется никто его не ест,Ярославль
6/21/2019 13:08:37,"Соленый огурец, на полу валяется - никто его не ест",Тверь
6/21/2019 13:17:10,"соленый огурец, на полу валяется, никто ее не ест. Муха прилетела, понюхала и съела. ",г.Смела Черкасская обл.
6/21/2019 13:18:26,"Солёный огурец, никому не нравится, никто его не ест","Узбекистан, Ташкент"
6/21/2019 13:18:54,"твой папа дед мороз,
мамочка — фиалочка,
а ты сопливый нос (я просто поняла после прочтения статьи, что определённо знаю этот вариант с детства - возможно, это поможет вам для статистики!)","Минск, а также Гродненская и Гомельская области"
6/21/2019 13:19:12,"Зелёный огурец, сам себе не нравится, сам себя не ест","Узбекистан, Ташкент"
6/21/2019 13:25:13,"солёный огурец, никто его не кушает, никто его не ест.","Новороссийск, Краснодарский край"
6/21/2019 13:25:51,"соленый огурец, на полу валяется, никто его не ест",Казань
6/21/2019 13:35:31,соленый огурец,"село Черняевка, Мордовский район, Тамбовская область"
6/21/2019 13:36:23,"турецкий барабан, кто на нем играет ""имя"" таракан",Москва
6/21/2019 13:47:30,"солёный огурец. На полу валяется, никто его не ест.","Московская область, г. Солнечногорск"
6/21/2019 13:49:25,большая шоколадина,"г. Чусовой, Пермская область"
6/21/2019 13:57:46,турецкий барабан,Москва
6/21/2019 14:13:20,Турецкий барабан кто на нем играет то и таракан,Москва
6/21/2019 14:43:56,соленый огурец по полу валяется никто его не ест,Краснодар
6/21/2019 14:56:27,Кошка - поросятина,Республика Дагестан
6/21/2019 14:59:55,солёный огурец. На полу валяется никто его не ест.,"Самара, Самарская область"
6/21/2019 15:10:16,"Соленый огурец, на полу валяется, никто его не ест","Саратовская область, Балашов"
6/21/2019 15:11:09,Жадина говядина соленый огурец (тухлый огурец) по полу валялся никто тебя не ест!,С.Кинель Черкассы Самарская обл./ Москва (переезд в 3 года)
6/21/2019 15:14:38,"Жадина говядина турецкий барабан, кто на нам играет, тот таракан! (К сожалению, я не помню, какой из вариантов был до переезда, какой после)",С.Кинель Черкассы Самарская обл./ Москва (переезд в 3 года)
6/21/2019 15:18:20,"Дурочка снегурочка, твой папа дед мороз, а мамочка фиалочка, а ты сопливый нос. У вас в исследовании эта дразнилка как уникальная, а это просто кусок от другой дразнилки.",С.Кинель Черкассы Самарская обл./ Москва (переезд в 3 года)
6/21/2019 15:31:43,"Жадина-говядина
Соленый огурец
По полу валяется 
Никто его не ест.
Муха прилетела 
Понюхала и съела",Красноярск
6/21/2019 15:36:19,Солёный огурец по полу валяется никто его не ест,"Волгодонск, Ростовская область"
6/21/2019 15:36:23,"зеленый огурец, на улице валяется, никто его не есть","город Киев,Украина"
6/21/2019 15:47:02,Большая шоколадина,Пермь
6/21/2019 15:49:00,В жопе шоколадина,Череповец
6/21/2019 15:51:44,"Курица помадина
",Череповец
6/21/2019 15:55:12,соленый огурец на полу валяется никто его не ест,г. Южно-Сахалинск
6/21/2019 15:56:50,"Соленый огурец, по полу валяется никто его не есть",Подольск
6/21/2019 16:23:44,тухлая капуста съела крысу без хвоста и сказала вкусно,"город Буйнакск, республика Дагестан"
6/21/2019 16:34:30,большая шоколадина,"Ижевск, Удмуртия"
6/21/2019 16:46:21,пустая шоколадина,Тверь (тогда Калинин)
6/21/2019 16:57:53,солоный огурец,Краснодарский край
6/21/2019 17:22:45,соленый огурец на полу валяется никто его не ест,"Экибастуз, Павлодарская область, Казахстан"
6/21/2019 17:34:19,турецкий барабан. Кто на нём играет? [Некто] - таракан.,Москва
6/21/2019 17:47:48,"турецкий барабан, кто на нем играет - по  попе получает. Почему-то этого варианта нет в таблице всех вариантов","Подмосковье, Домодедово"
6/21/2019 18:29:24,Соленый огурец по полу валяется никто его не ест,Балаково Саратовская область
6/21/2019 18:48:28,"Соленый огурец, на полу валяется, никто его не есть",Брянская область
6/21/2019 18:55:05,пустая шоколадина,Ангарск Иркутская область
6/21/2019 19:09:43,"пустая шоколадина шоколадку съела пузо заболело
P.S. Сам не применял, слышал всего несколько раз за детство, все разы в посёлке Китой Ангарского района, в гостях. В городе же применяли только ""пустую шоколадину"" без продолжения",Ангарск Иркутская область
6/21/2019 19:41:10,"турецкий барабан. Кто на нем играет, тот жареный кабан.","Большая Гусиха, Саратовская область"
6/21/2019 19:39:03,соленый огурец . На полу валяется никто его не ест.,"Новочеркасск, Ростовская областьи."
6/21/2019 19:47:28,Солёный плавунец,Город Липецк
6/21/2019 19:55:39,"пузатый контрабас, кто на нем играет, тот сломанный баркас.",Новочеркасск Ростовская область
6/21/2019 20:03:50,"твой папа Дед Мороз, а мамочка - фиалочка, а ты сопливый нос!","село Тарумовка Дагестан, Новочеркасск Ростовская областья"
6/21/2019 21:42:59,Турецкий барабан кто на нем играет тот жирный таракан,Москва
6/21/2019 22:22:41,"турецкий барабан, кто на нем играет, Даша таракан 
- научил мой папа, 1945 г.р. И что ещё хочу сказать: ""Дагестанская аномалия"" в вашей статье с результатами - это тоже контаминация. Оригинал там ""дурочка-снегурочка, твой папа дед мороз и тп.""",Москва
6/21/2019 22:51:37,в жопе шоколадина,Харьков
6/21/2019 22:53:49,"соленый огурец, по полу валяется, никто его не ест",Харьков
6/21/2019 23:09:54,"Соленый огурец на полу валяется никто его не ест, муха прилетела понюхала и съела",Новосибирск
6/21/2019 23:45:28,"Солёный огурец, на полу валяется, никто его не ест.",Челябинск
6/21/2019 23:54:26,большая шоколадина,"Николаев, Украина"
6/21/2019 23:55:13,большая мармеладина,"Николаев, Украина"
6/22/2019 0:06:52,Соленый огурец,"Москва, Геленджик"
6/22/2019 0:42:23,"Вариант про папа — Дед мороз — тоже, возможно, контаминация. Там было: я дурочка-Снегурочка, мой папа — Дед Мороз, а мамочка фиалочка, а ты сопливый нос.","Таганрог, Ростовская область"
6/22/2019 2:27:05,На масле курятина Сосисками набитая чтоб не былв сердитая,Новосибирск (Академгородок)
6/22/2019 4:36:38,"Соленый огурец, на полу валяется, никто его не ест. Муха прилетела, понюхала и съела /// еще было: Дурочка-снегурочка, твой папа дед мороз, а мамочка-фиалочка, а ты пузатый пёс. ","Темиртау, Казахстан (родилась в Пскове и мама училась в универе в Пскове и Самаре, мама мне эти дразнилки рассказывала, мама учитель русского языка))))"
6/22/2019 8:05:08,соленый огурец. на полу валяется никто его не ест,челябинск
6/22/2019 8:07:20,"Жадина-говядина, соленый огурец, на полу валяется, ни кто его не ест, муза прилетела, понюхала и съела!))",Херсон
6/22/2019 8:29:43,"Жадина-говядина, турецкий барабан, кто на нем играет (имя) таоакан",Москва
6/22/2019 9:29:20,Турецкий барабан кто на нем играет тот жирный таракан,Москва
6/22/2019 10:56:23,"Соленый огурец. По полу валяется, никто его не ест. Муха прилетела,  понюхала и съела","Уфа,  республика Башкортостан "
6/22/2019 11:52:41,в жопе шоколадина,Татарстан
6/22/2019 13:18:51,"Солёный огурец на полу валяется никто его не ест, муха прилетела понюхала и съела",Владикавказ
6/22/2019 13:38:03,Соленый огурец На полу валяешься Никто тебя не ест,Элиста
6/22/2019 14:10:05,"солёный огурец. По полу валяется никто его не есть. Муха прилетела, понюхала и съела.",Александров Владимирская обл
6/22/2019 14:48:59,"Сегодня вспомнила, что про сопливый нос это конец другой дразнилки. Дурочка - Снегурочка, твой папа Дед Мороз, а мамочка Фиалочка, а ты - сопливый нос.",Новочеркасск Ростовская область
6/22/2019 14:51:22,соленый огурец. На полу валяется никто его не ест.,"село Большая Гусиха Саратовская область, г. Саратов"
6/22/2019 15:55:39,турецкий барабан кто не нём играет Костя таракан.,Москва
6/22/2019 16:09:00,Жадина-говядина пустая шоколадина по полу валяется никто ее не ест,Псков
6/22/2019 16:38:05,Солёный огурец,"Минск, РБ"
6/22/2019 18:29:39,"соленый огурец, по полу валяется никто его не ест","Ташкент, Ташкентская область"
6/22/2019 20:05:20,"-солёный огурец. По полу валяется, никто его не ест.","Жигулёвск, Самарская область"
6/22/2019 20:06:39,"-солёный огурец. По полу валяется, никто его не ест.","Жигулёвск, Самарская область"
6/22/2019 21:32:21,"жадина-говядина- солёный огурец,на полу валяется,никто его ен ест","Ставропольский край,г. Железноводск"
6/22/2019 21:46:26,"жадина-говядина соленый огурец по полу валяется никто его не съест, муза пролетела, понюхала и съела",Ставрополь
6/22/2019 22:04:44,"сушеный крокодил. (Мне кажется, я уже писала этот вариант, но в статье его не оказалось)","Московская область, город Реутов"
6/22/2019 22:05:13,"жадина-говядина, курица-помадина",Ставрополь
6/23/2019 0:01:28,пустая шоколадина,Санкт-Петербург
6/23/2019 0:06:37,пустая шоколадина всю помойку облизала и спасибо не сказала,Санкт-Петербург
6/23/2019 2:41:30,"Турецкий барабан, кто на нем играет, тот васька таракан",Москва
6/23/2019 6:55:37,пустая шоколадина,Санкт-Петербург
6/23/2019 9:53:55,Пустая шоколадина,Ленинградская область
6/23/2019 12:10:39,Курица-помадина,Пенза
6/23/2019 12:13:03,"Твой папа -дед мороз, а мамочка- фиалочка, а ты сопливый нос.","Орск, Оренбургская область"
6/23/2019 12:37:14,"Жадина-говядина
Пустая шоколадина 
Сосисками набитая",Ленинград
6/23/2019 12:59:01,"Жадина говядина солёный огурец, на полу валяется, никто не не ест. Муха прилетела, понюхала и съела. ",Калининград
6/23/2019 16:01:45,"турецкий барабан, кто на нём играет, тот таракан.","Балашиха, Московская область"
6/23/2019 17:53:56,Соленый огурец,Екатеринбург
6/23/2019 17:55:47,Соленый огурец,Екатеринбург
6/23/2019 18:32:30,"пустая шоколадина, по полу валялась с *кем-то* целовалась","Петрозаводск, Карелия"
6/23/2019 20:08:39,"пустая шоколадина, сосисками набитая, чтоб не была сердитая",Санкт-Петербург
6/23/2019 20:09:37,пустая шоколадина,Екатеринбург
6/23/2019 20:10:15,пустая шоколадина,"Новоуральск, Свердловская область"
6/23/2019 20:14:06,"соленый огурец, на полу валяется, никто его не ест","Новоуральск, Свердловская область"
6/23/2019 20:17:58,"соленый огурец, по полу катается, никто его не ест",Свердловская область
6/23/2019 20:27:10,"Жадина-говядина, пустая шоколадина, по полу валяется, никак не называется","Новокузнецк, Кемеровская область"
6/23/2019 21:03:32,"Турецкий барабан,кто на нем играет «имя» таракан ",Москва
6/23/2019 22:48:51,"Турецкий барабан, кто на нем играет? Имя  -  таракан .",Москва
6/23/2019 22:54:18,"турецкий барабан, кто на нем играет - ""имя"" таракан",Москва
6/23/2019 23:24:38,"солёный огурец, по полу валяется, никто его не ест. Муха прилетела, понюхала и съела","Алушта, Крым"
6/23/2019 23:43:10,"Соленый огурец. На полу валяется, никто его не ест.",Тула
6/23/2019 23:58:35,турецкий барабан,Москва
6/24/2019 0:05:11,"твой папа дед мороз, мамочка фиалочка, а ты зеленый нос. мой отец сказал ""зеленый нос"", когда я рассказывал ему про этот опрос.",Ростовская область
6/24/2019 0:06:49,"Солёный огурец, на полу валяется, никто его не ест.","Макеевка,  Донецкая область,Украина"
6/24/2019 1:24:50,"Жадина- говядина, бука-шоколадина (Прочитала ваш анализ, по одному выводу есть дополнение: Дразнилка про ""папа - дед мороз..."" это дополнение к другой дразнилке: Дурочка - снегурочка, папа - дед мороз, мамочка - фиалочка, а ты - сопливый нос""","Киров, Кировская область"
6/24/2019 2:19:56,"Про говядину уже отвечала, но, увидев один из единичных вариантов в статье, а именно ""папа - дед мороз"", вспомнила другую дразнилку из детства:
Дурочка снегурочка, 
А папа - дед мороз, 
А мамочка - фиалочка (или козявочка, есть сомнения), 
А ты - сопливый нос.

Сестре 1988 г.р. эта дразнилка тоже знакома",Москва
6/24/2019 3:05:54,"Тут такое дело... я знаю и ""солёный огурец"", и ""турецкий барабан"", вот только там нет жадины! Начало в обоих случаях - ЯБЕДА-КОРЯБЕДА","Рига, Латвия"
6/24/2019 8:24:11,"Солёный огурец, на полу валяется, никто его не ест.",Самара
6/24/2019 9:00:54,"соленый огурец, на полу валяется, никто его не ест","Брянская область, село Евдокимовка"
6/24/2019 10:26:11,"Турецкий барабан. Кто на нем играет, /username/ - таракан",Москва
6/24/2019 10:56:49,жадина -говядина в попе шоколадина...,"Ташкент, Узбекистан."
6/24/2019 12:19:27,"соленый огурец, на полу валяется, никто тебя не ест","Казахстан, Усть-Каменогорск"
6/24/2019 12:49:21,"соленый огурец, на полу валяется, никто его не ест. Муха прилетела,понюхала и съела.","Краматорск, Донецкая область"
6/24/2019 15:02:05,"Жадина-говядина соленый огурец, на полу валяется, никто его не ест. А ворона прилетела, покаркала и съела.","Черногорск, Хакасия"
6/24/2019 16:56:01,Пустая шоколадина,Пермский край
6/24/2019 17:35:07,соленый огурец,Новосибирск
6/24/2019 19:10:02,"солёный огурец, по полу валяется, никто его не ест...","Красноярск, Красноярский край"
6/24/2019 19:18:15,Большая шоколадина,Ижевск
6/24/2019 19:23:01,"Соленый огурец, на полу валяется - никто его не ест","Город Ангарск, Иркутская область "
6/24/2019 23:08:03,"соленый огурец, по полу валяется никто его не ест, муха прилетела, понюхала и съела",Красноярск
6/25/2019 0:21:16,В жопе шоколадина,Сыктывкар
6/25/2019 1:13:53,"Соленый мармелад. Мамочке не нравится, и дети не едят",Петербург
6/25/2019 1:47:20,Солёный огурец по полу валяется никто его не ест,"г. Воркута, Республика Коми "
6/25/2019 11:23:17,Турецкий барабан,Москва
6/25/2019 11:25:35,Пустая шоколадина,Ленинград
6/25/2019 11:39:41,Солёный огурец,Витебск
6/25/2019 11:48:04,Соленый огурец,Кисловодск
6/25/2019 12:15:00,соленый огурец,Москва
6/25/2019 12:29:12,турецкий барабан,Москва
6/25/2019 12:35:02,соленый огурец,Москва
6/25/2019 12:35:24,Турецкий барабан,Москва
6/25/2019 12:35:49,пустая шоколадина,"Зимовники, Ростовская область"
6/25/2019 12:37:27,"турецкий барабан, кто на нем играет, тот Вовка-таракан",Ленинград
6/25/2019 12:48:03,"Жадина-говядина, турецкий барабан. Кто на нем играет? <.....> – таракан!",Москва
6/25/2019 12:49:04,"Жадина-говядина, соленый огурец. На полу валяется никто его не ест.",Москва
6/25/2019 12:58:11,пустая шоколадина,Ленинград
6/25/2019 12:58:54,в попе огурец,Ленинград
6/25/2019 13:35:59,"турецкий барабан, кто на нем играет, тот страшный таракан",Москва
6/25/2019 14:50:19,соленый огурец,Нижегородская область
6/25/2019 15:12:57,Турецкий барабан. Кто на нем играет? ... таракан.,Москва
6/25/2019 16:40:37,"солёный огурец, на полу валяется, никто его не ест","Город Верея, Московская область"
6/25/2019 17:43:26,пустая шоколаднина,"Свердловская обл, Нижний Тагил"
6/25/2019 20:19:27,пустая шоколадина,свердловск
6/25/2019 21:19:13,"турецкий барабан, кто на нем играет <имя> таракан",Москва
6/25/2019 22:08:07,в попе шоколадина,Ивановская область
6/26/2019 1:04:36,Пустая шоколадина,ИРКУТСК
6/25/2019 22:49:45,"Пустая шоколадина 
Соленый огурец
На полу валяется
Никто его не ест
Муха прилетела
Понюхала и съела","г.Миасс, Челябинская область"
6/25/2019 23:37:50,на пузе барабан,Москва
6/26/2019 1:23:57,"большая шоколадина,
все помойки облизал,
а спасибо не сказал",Иркутск
6/26/2019 10:22:37,solenyi ogurets,Chechov
6/26/2019 10:41:13,Соленый огурец на полу валяется никто его не ест,"Украина, Днепродзержинск"
6/26/2019 10:47:27,"соленый огурец, на полу валяется, никто его не ест, муха прилетела, понюхала и съела",Уфа
6/26/2019 10:50:24,в попе шоколадина,Уфа
6/26/2019 11:02:44,"соленый огурец, по полу катается, никто его не ест, муха прилетела, понюхала и съела",Уфа
6/26/2019 17:24:09,"соленый огурец, на полу валяется, никто его не ест, муха прилетела, понюхала и съела, сосисками набитая, на весь мир сердитая",Москва
6/26/2019 18:34:19,"Жадина-говядина, соленый огурец, никто его не любит, никто его не ест.",ленинград
6/26/2019 19:36:41,"... солёный огурец, по полу валяется, никто его не ест. Милиция приехала, понюхала, уехала, а муха прилетела, понюхала и съела. ","Таллинн, ЭССР"
6/26/2019 20:10:58,Солёный огурец,Челябинск
6/26/2019 20:15:41,В жопе шоколадина,"Стерлитамак, Республика Башкортостан"
6/26/2019 21:17:54,Кошка-поросятина),Махачкала
6/26/2019 23:05:31,пустая шоколадина солёный огурец на полу валяется никто его не ест,коми
6/27/2019 1:50:37,в попе шоколадина,Вологда
6/27/2019 10:57:54,"Жадина-говядина турецкий барабан, кто на нём играет - тот лысый таракан.",г.Пенза
6/27/2019 16:08:03,Пустая шоколадина.,Ленинград.
6/27/2019 16:56:54,на пузе барабан,Зарайск
6/27/2019 17:11:48,"соленый огурец, никто тебя не любит, никто тебя не ест",Зарайск
6/27/2019 20:13:46,"Турецкий барабан/ Ходит играет/по всем городам; Родители работали в Доме Культуры, пожтому возможно, что вариант был услышан от кого-то из детей гастролирующих артистов",Приволжск Ивановская область
6/27/2019 20:38:19,Жопа-шоколадина,"Чебоксары, Чувашия"
6/27/2019 22:30:02,Турецкий барабан. Кто на нём играет - противный таракан.,Москва
6/28/2019 3:55:35,"
Соленый огурец по полу валяется никто его не ест, муха полетела, понюхала и съела",Новосибирск
6/28/2019 11:33:27,в жопе шоколадина,"Бураево, Башкортостан"
6/28/2019 14:16:43,пустая шоколадина,Якутия
6/28/2019 17:23:40,"Турецкий барабан, кто на нем играет, тот таракан",Пенза
6/28/2019 17:24:56,"Соленый огурец, на полу валяется, никто его не съест",Пенза
6/28/2019 17:26:25,"Соленый огурец, на полу валяется, кто съест- тот молодец",Пенза
6/28/2019 21:52:47,"Соленый огурец. По полу валяется, никто его не ест. ",Г. Петропавловск-Камчатский
6/29/2019 9:24:52,Турецкий таракан,Москва
6/29/2019 10:14:43,Соленый огурец. На полу валяется. Никто его не ест.,"Донбас, Краснодарский Край"
6/29/2019 11:47:59,бука шоколадина,"Чита, Читинская область"
6/29/2019 14:10:57,"Жадина-говядина,  большая шоколадина",Пермь
6/29/2019 15:32:54,пустая шоколадина,Екатеринбург
6/30/2019 9:06:58,"соленый огурец по полу валяется - никто его не ест. Муха прилетела, понюхала и съела.","г. Краснодар, Краснодарский край"
6/30/2019 9:53:48,"соленый огурец по полу валяется никто его не ест. Муха прилетела, понюхала и съела","Краснодарский край, Краснодар"
6/30/2019 9:59:35,"пустая шоколадина, а на пузе барабан нарисован таракан","Краснодарский край, Краснодар"
6/30/2019 10:03:21,"соленый огурец, на мусорке валяется никто его не ест. (имя) прилетела, понюхала и съела","Краснодарский край, Краснодар"
6/30/2019 11:57:18,"соленый огурец, на полу валяется, никто его не ест",Уфа
6/30/2019 12:06:02,пустая шоколадина,Санкт-Петербург
6/30/2019 13:27:31,немецкий пароход,Новороссийск
6/30/2019 20:22:01,"О варианте ""Жадина-говядина... сопливый нос"".  Когда обзывали дурочкой, мы отвечали: ""Я дурочка-снегурочка, мой папа дед Мороз, а мамочка фиалочка, а ты - сопливый нос!""",г. Ленингад
6/30/2019 21:25:57,"Пустая шоколадина, жадина-говядина, солёный огурец, по полу валяешься, никто тебя не ест","Свердловская область, Белоярский район, Косулино-1"
6/30/2019 21:39:22,"Прочитала вашу статью. В одном варианте узнала стих из детства:  я дурочка-придурочка(иногда использовался матерный вариант), мой папа - дед Мороз, а мамочка - фиалочка, а ты - сопливый нос(пёс). Этот стих использовался как ответ на обзывательство ""дура"" или ""дурочка"". Так что, возможно, в одном из особых вариантов произошла контаминация.","Свердловская область, Белоярский район,  Косулино-1"
7/1/2019 8:37:24,Жопа шоколадина,Татарстан г. Нижнекамск
7/1/2019 8:38:41,"Соленый огурец, по полу валяется, никто его не ест",Татарстан г Нижнекамск
7/1/2019 11:56:49,"индейский барабан, кто на нем играет, (имя) - таракан","Истра, Московская область"
7/1/2019 12:00:46,"у этой присказки нет окончания, в том варианте, который я знаю, она закончена!",Санкт-Петербург
7/1/2019 12:32:22,"по поводу упомянутой Вами курицы-помадины, это из другой дразнилки: так тебе и надо, курица-помада",Санкт-Петербург
7/1/2019 18:31:13,"пустая шоколадина, на рынке торговала, жопу продавала.",Нижний Новгород
7/1/2019 20:47:46,В жопе шоколадина,Тихвин
7/2/2019 0:16:51,"солёный огурец, на полу валяется никто его не ест. *услышано от родителей, выросших в свою очередь в Украине*","ХМАО-ЮГРА, г. Сургут"
7/2/2019 0:30:33,"Солёный огурец, никто его не кушает никто его не ест","Минск, Беларусь"
7/2/2019 17:28:25,"соленый огурец, он на полу валяется, никто его не ест",смоленская область
7/3/2019 9:44:53,"турецкий барабан, кто на нем играет - (имя)-таракан",Московская область
7/3/2019 12:26:06,"Соленый огурец, на полу валяется - никто его не ест.","Челябинск, Челябинская область"
7/3/2019 13:05:37,в жопе шоколадина,"Ленинградская область, г. Пикалёво"
7/3/2019 13:06:36,гнилая шоколадина,Ленинградская обл. г. Пикалёво
7/3/2019 13:07:26,пустая шоколадина,Ленинградская обл. г. Пикалёво
7/4/2019 17:19:28,"пустая шоколадина, на полу валяется, никто её не ест",Санкт-Петербург
7/4/2019 17:57:48,"соленый огурец, на (или по, у нас и так, и сяк говорили) катается, никто его не ест.
p.s. -- попробуйте еще исследовать ""камано-маргано"", ну, как на кулаках скидывались когда","пос. Реммаш, Московская область"
7/5/2019 13:44:52,Пустая шоколадина,"Новосибирская, Новосибирск, Академгородок"
7/6/2019 13:50:56,"твой папа - дед Мороз, мамочка - фиалочка, а ты - пузатый пес",Запорожье
7/6/2019 13:52:10,"соленый огурец, по полу валяется, никто его не ест",Запорожье
7/6/2019 13:52:52,пустая шоколадина,Запорожье
7/6/2019 13:54:06,"твой папа - дед Мороз, мамочка - фиалочка, а ты - пузатый пес",Запорожье
7/7/2019 1:58:13,"Соленый огурец, на полу валяется, никто его не ест","Днепропетровск, Украина"
7/7/2019 16:05:53,солёный огурец на полу валяется никто его не ест,Днепропетровск
7/7/2019 16:06:37,дома шоколадина,Днепропетровск
7/8/2019 11:20:59,Булка шоколадина,"Киров, кировская область"
7/10/2019 11:25:35,Пустая шоколадина,"г. Саров, Нижегородская обл."
7/10/2019 12:34:03,Соленый огурец,Саров
7/10/2019 16:36:06,"Солёный огурец, на полу валяется, никто его не ест. Муха прилетела, понюхала и съела","Новосибирск, посёлок Пашино"
7/10/2019 20:09:11,"зелёный огурец, по полю катается, никто его не ест","Украина, Чернигов"
7/11/2019 17:03:52,"турецкий барабан, кто на нем играет, (имя) — таракан",Москва
7/12/2019 14:06:39,турецкий барабан,Москва
7/14/2019 11:50:16,"соленый огурец, по полу катается, никто его не ест.",Владимир
7/14/2019 13:17:56,Соленый огурец,"Беларусь, Витебская область, г.Браслав"
7/16/2019 18:33:19,"Соленый огурец, на полу валяется, никто его не ест)",Хакасия
7/16/2019 19:37:54,"Соленый огурец.
Кто так обзывается - тот его и ест",Москва
7/17/2019 12:26:16,соленый огурец,ленинград
7/18/2019 23:45:38,"Соленый огурец
На полу валяется
Никто его не ест","Баку, Азербайджан"
7/19/2019 11:44:34,"Солёный огурец, по полу валяется, никто его не ест","Пензенская область, с.Новая Студёновка"
7/21/2019 0:05:21,солный огурец,Саратов
7/21/2019 15:23:06,"Отличие от самых популярных вариантов, приведенных в вашем отчете, лишь в ""хвосте"": прилетает не муха, а ворона.
Жадина-говядина
Соленый огурец
По полу валяется,
Никто его не ест.
Ворона прилетела, 
Понюхала и съела.","Город Топки, Кемеровская область"
7/22/2019 11:13:39,"Жадина-говядина, солёный огурец. На полу валяется, никто его не ест. Муха прилетела, понюхала и съела",Самара
7/23/2019 15:23:40,кошка-поросятина,"г.Махачкала, Республика Дагестан"
7/23/2019 11:26:24,"Солёный огурец, на полу валяется, никто его не ест. ",Кемерово
7/23/2019 23:46:07,Большая шоколадина,Пермь
7/24/2019 9:50:52,"солёный огурец, по полу валяется - никто его не ест.",Москва
7/26/2019 20:59:23,"солёный огурец. По полу катается, никто его не есть.","Гомель, БССР"
7/27/2019 7:35:25,"на башке помадина. молоком облита, чтоб не была сердита",Севастополь
7/27/2019 7:36:59,соленый огурец. на полу валяется - никто его не ест,Севастополь
8/1/2019 7:26:04,"Соленый огурец, на полу валяется, никто его не ест","Республика Саха Якутия, г. Мирный"
8/2/2019 22:16:16,"... турецкий барабан
Кто на нем играе
(Имя) таракан","Львовская обл., г. Стрый - до 1974 г . С 1974 г.- Москва.."
8/4/2019 9:49:14,Турецкий барабан,Москва
8/8/2019 0:31:07,"Солёный огурец, на полу валяется никто ее не ест ","Тула, тульская н"
8/9/2019 8:54:51,"Что-то там и ""молодец"" ","г. Фастов, Киевская обл, Украина"
8/10/2019 11:47:58,В жопе шоколадина,"Парфино, Новгородская область"
8/14/2019 16:32:05,соленый огурец,Новокузнецк
8/16/2019 21:32:49,"Соленый огурец, на полу валяется, никто его не ест",Майкоп
8/19/2019 17:01:08,"Соленый огурец, по полу валяется, никто его не ест!",Академгородок г. Новосибирска
8/20/2019 13:17:32,"Соленый огурец, по полу валяется, никто его не ест.",Город Тамбов
8/20/2019 22:01:53,пустая шоколадина,Санкт-Петербург
8/23/2019 10:25:34,В жопе шоколадина,"Посёлок Приютово, респ. Башкортостан"
8/25/2019 12:07:08,Жадина-говядина соленый огурец на полу валяется никто его  не ест.,Кемеровская область г.Анжеро-Судженск
8/28/2019 0:25:07,Соленый огурец,"Дубна, московская область"
8/29/2019 1:58:30,"Соленый огурец, на полу валяется, никто его не ест.
Кстати, вариант ""Курица помадина"" о котором вы пишете - это тоже скорее всего контаминация  от ""Так тебе и надо - курица помада""","Северодвинск, Архангельская облать"
8/29/2019 10:51:15,Курица помадина,"Забайкальский край, Чита"
8/29/2019 10:52:28,Булка шоколадина,"Забайкальский край, Чита"
